seed,pos_rms,pos_mean,pos_std,pos_max,vel_rms,vel_mean,vel_std,vel_max,runtime_s,dv_err_R,dv_err_I,dv_err_C,dv_err_norm,t_star_error,config,mode
1,254.88287407383518,156.57548966224928,201.1203508677463,1324.1673508146685,0.2647366988094116,0.052447181826591326,0.25948952351675697,2.560365208419583,0.8427242979996663,,,,,,deltaRIC0,EKF-B
2,294.77968116511875,156.55885389779917,249.76866435567263,1585.8430527324783,0.19771577307671925,0.05161583858425152,0.1908594564871472,1.919877131374046,0.855157270001655,,,,,,deltaRIC0,EKF-B
3,329.95908025105774,151.1414127815382,293.30746322336336,2754.8171910853976,0.16207411868231994,0.03949495617142349,0.15718832139719557,1.7079416546769004,0.8494605150008283,,,,,,deltaRIC0,EKF-B
4,216.7555222193008,123.73282642847067,177.9695032205904,1576.2930811079452,0.1054867094263012,0.027921843260281277,0.10172421803354986,1.3234614085300842,0.8547841580002569,,,,,,deltaRIC0,EKF-B
5,208.09688200969333,118.45449234799273,171.09309028927956,1164.085305185888,0.10571548288816686,0.02822404552615113,0.10187819480348112,1.672440564791872,0.8562063319986919,,,,,,deltaRIC0,EKF-B
6,240.06172372457468,123.94040515376052,205.59281886276014,1973.3401133359189,0.1208539281966907,0.03207083679036332,0.11652095686243205,1.087872141914685,0.8692111740019755,,,,,,deltaRIC0,EKF-B
7,308.7076379039798,175.8145021068064,253.75119024191875,1922.3105215709068,0.3018279344964478,0.06819980592778994,0.2940219184241266,2.653786988547594,0.8476362019973749,,,,,,deltaRIC0,EKF-B
8,189.4485787501871,135.36893723970584,132.53684325899127,1107.7500659187563,0.12659129855768378,0.035684082498038824,0.12145782447744481,2.011679158849525,0.8670138060006138,,,,,,deltaRIC0,EKF-B
9,319.16281357159295,140.09323760944469,286.7730572125615,2254.995118236577,0.15934713835549147,0.037701697312945454,0.15482277778740178,2.43422232334803,0.8451487999991514,,,,,,deltaRIC0,EKF-B
10,140.15892046160783,93.31689025706406,104.57763134492181,1066.8910385354957,0.06675438148563272,0.018787987330289475,0.06405590511113138,0.8350898462297037,0.8599967869995453,,,,,,deltaRIC0,EKF-B
11,301.9351364296631,151.85909390698495,260.9667454074346,2298.133142489536,0.23531960484762884,0.05022416821097312,0.229897475743341,2.0924617385103113,0.8627693369999179,,,,,,deltaRIC0,EKF-B
12,204.47743901025277,125.67078251117613,161.30058117446544,1156.111606905449,0.09848266562506337,0.026059851617772814,0.0949722041561514,1.271522954879736,0.8517004610002914,,,,,,deltaRIC0,EKF-B
13,298.2059771823508,163.78223668225425,249.20309744190334,2150.7107246782784,0.17094743467890747,0.04549928413130188,0.16478118996669006,1.522766479569911,0.8685101720002422,,,,,,deltaRIC0,EKF-B
14,248.666503351422,139.9947578653147,205.5152005552258,2332.8019019070766,0.15253947574812002,0.035392611303318104,0.14837673243013386,1.6533380720709736,0.8644384979997994,,,,,,deltaRIC0,EKF-B
15,215.34494385350197,131.2039658714043,170.75996071352117,1336.1516415553717,0.07644543357691662,0.023853464138090728,0.07262862082798757,1.1952400353650336,0.8526640449999832,,,,,,deltaRIC0,EKF-B
16,261.1289123565547,153.40333160193944,211.3190164702236,1865.847641406638,0.12782901781854197,0.036729937417740846,0.12243843144103882,1.160168481909176,0.8475872189992515,,,,,,deltaRIC0,EKF-B
17,215.63327693224406,121.50104296945356,178.14378091270223,2220.320005800252,0.16555192288409154,0.039146593467585124,0.16085702779332897,2.5006296493410014,0.8640352980000898,,,,,,deltaRIC0,EKF-B
18,229.2524186636977,142.09622160786486,179.90368330838558,1335.504861654459,0.10559407090038007,0.032817093692668865,0.10036506449398162,1.242704638569796,0.8671974899989436,,,,,,deltaRIC0,EKF-B
19,187.5889547030716,112.2368333495338,150.30804757650216,1148.3273119275323,0.17162953043276127,0.037417641056642574,0.16750109209890654,1.8664952670110855,0.8600519520005037,,,,,,deltaRIC0,EKF-B
20,197.52895745024247,121.23892578387043,155.94490022489632,1467.5054202565539,0.16123743645395922,0.03499986855703401,0.15739288457625675,2.5795955999636955,0.8542311099990911,,,,,,deltaRIC0,EKF-B
21,255.01623024115406,136.47916286687376,215.42218035654227,2081.94063455795,0.2196285232578074,0.045616885525529324,0.21483898152652836,3.2453388782332855,0.8585335019997729,,,,,,deltaRIC0,EKF-B
22,261.89696605920227,116.32371610806943,234.64614614739406,2192.451418394469,0.16591642765748982,0.03618681266298429,0.1619221280613528,1.872020947438729,0.8526688300007663,,,,,,deltaRIC0,EKF-B
23,162.72497343018887,103.22426226885986,125.79415191854233,1256.3301207613804,0.10521918875479741,0.031777106939127824,0.10030599761129402,1.280076953895737,0.8646022419998189,,,,,,deltaRIC0,EKF-B
24,263.2998575393633,151.09418718198924,215.63246875195537,2496.3879782929603,0.1048903998869468,0.03032466304042668,0.10041120853733507,1.3390724197646815,0.8516780600002676,,,,,,deltaRIC0,EKF-B
25,227.60331741449804,133.9591880300399,184.00599457739727,1496.0589089248192,0.13652773079814515,0.03355972353046614,0.13233883116247275,2.4820257316847307,0.8502912670010119,,,,,,deltaRIC0,EKF-B
26,245.3333552470025,145.44365922905897,197.57175199611225,2266.6611524562372,0.1544808479431665,0.041102329220935076,0.14891249414959645,1.400333713185612,0.8486861170022166,,,,,,deltaRIC0,EKF-B
