tSec,x,y,z,vx,vy,vz,
2160,-26548715.5754252,32756120.8689054,59563.0501785559,-2388.60840158172,-1935.98815681376,3.16027030580087,
2220,-26691777.4913759,32639648.4151206,59752.1016448942,-2380.11452226586,-1946.42077602929,3.14143498054992,
2280,-26834328.4067845,32522551.1209748,59940.0211488066,-2371.57507735091,-1956.81613562107,3.12253828457676,
2340,-26976365.5926145,32404831.2280187,60126.8050187973,-2362.99023029103,-1967.17403660522,3.10358057633774,
2400,-27117886.3296624,32286490.9897202,60312.4496049143,-2354.36014540905,-1977.49428071481,3.08456221549468,
2460,-27258887.9086103,32167532.6714218,60496.951278821,-2345.68498789332,-1987.77667040361,3.06548356290798,
2520,-27399367.6300774,32047958.5502971,60680.3064338686,-2336.96492379456,-1998.02100884987,3.04634498062968,
2580,-27539322.8046716,31927770.915307,60862.5114851667,-2328.20012002265,-2008.22709996014,3.02714683189662,
2640,-27678750.7530414,31806972.0671563,61043.5628696546,-2319.39074434347,-2018.39474837291,3.00788948112342,
2700,-27817648.8059265,31685564.3182493,61223.4570461717,-2310.53696537568,-2028.52375946244,2.98857329389554,
2760,-27956014.3042095,31563549.9926455,61402.1904955272,-2301.63895258746,-2038.61393934243,2.96919863696225,
