tSec,x,y,z,vx,vy,vz,
10860,-7021306.91835092,41314157.4510211,-604999.600457499,-3027.12546312708,-534.85685403753,-264.49633338046,
10920,-7202865.41781936,41281663.4800105,-620863.422053519,-3024.8146609093,-548.273910033283,-264.296858497617,
10980,-7384283.49504323,41248364.7768068,-636715.120150656,-3022.44472789011,-561.681216546153,-264.092217290314,
11040,-7565557.60331092,41214261.934285,-652554.384867539,-3020.01570214763,-575.078510060967,-263.882413045546,
11100,-7746684.19823073,41179355.5611274,-668380.906523094,-3017.52762293367,-588.465527186289,-263.667449152831,
11160,-7927659.73780125,41143646.2818158,-684194.375642692,-3014.98053067354,-601.842004659762,-263.4473291042,
11220,-8108480.68248182,41107134.7366239,-699994.482964302,-3012.37446696592,-615.207679353439,-263.222056494181,
11280,-8289143.49526287,41069821.5816088,-715780.919444638,-3009.7094745827,-628.562288279123,-262.991635019784,
11340,-8469644.64173635,41031707.4886027,-731553.37626531,-3006.9855974687,-641.905568593718,-262.756068480483,
11400,-8649980.59016608,40992793.1452037,-747311.544838968,-3004.2028807415,-655.237257604566,-262.515360778195,
11460,-8830147.81155809,40953079.2547671,-763055.116815452,-3001.36137069114,-668.557092774801,-262.269515917261,
11520,-9010142.77973101,40912566.5363952,-778783.784087933,-2998.46111477984,-681.864811728699,-262.018538004416,
11580,-9189961.97138635,40871255.7249282,-794497.238799058,-2995.5021616417,-695.160152257031,-261.762431248767,
11640,-9369601.86617881,40829147.5709337,-810195.17334709,-2992.48456108236,-708.442852322419,-261.501199961763,
11700,-9549058.94678657,40786242.8406961,-825877.280392049,-2989.40836407862,-721.712650064691,-261.234848557161,
11760,-9728329.69898153,40742542.3162061,-841543.25286185,-2986.27362277809,-734.969283806247,-260.963381550999,
11820,-9907410.61169958,40698046.7951493,-857192.783958435,-2983.08039049875,-748.212492057414,-260.686803561552,
11880,-10086298.1771108,40652757.0908951,-872825.567163912,-2979.82872172852,-761.442013521813,-260.405119309303,
11940,-10264988.8906896,40606674.0324845,-888441.29624668,-2976.5186721248,-774.657587101724,-260.118333616898,
12000,-10443479.2512848,40559798.4646186,-904039.665267563,-2973.150298514,-787.858951903449,-259.826451409106,
12060,-10621765.7611902,40512131.2476455,-919620.368585934,-2969.723658891,-801.045847242685,-259.529477712773,
12120,-10799844.926214,40463673.2575483,-935183.100865835,-2966.23881241863,-814.218012649886,-259.227417656779,
12180,-10977713.2557493,40414425.3859313,-950727.557082103,-2962.6958194271,-827.375187875641,-258.920276471986,
12240,-11155367.262844,40364388.5400074,-966253.432526485,-2959.09474141343,-840.51711289604,-258.608059491188,
12300,-11332803.4642709,40313563.6425839,-981760.422813751,-2955.4356410408,-853.643527918045,-258.290772149059,
12360,-11510018.3805975,40261951.6320485,-997248.223887807,-2951.71858213797,-866.754173384868,-257.968419982097,
12420,-11687008.536256,40209553.4623553,-1012716.5320278,-2947.94362969855,-879.84878998134,-257.641008628569,
12480,-11863770.459613,40156370.1030097,-1028165.04385424,-2944.11084988037,-892.927118639283,-257.308543828446,
12540,-12040300.6830397,40102402.5390539,-1043593.45633505,-2940.22031000472,-905.98890054289,-256.971031423347,
12600,-12216595.7429813,40047651.771051,-1059001.46679173,-2936.27207855562,-919.033877134095,-256.62847735647,
12660,-12392652.1800271,39992118.8150701,-1074388.77290542,-2932.2662251791,-932.061790117949,-256.280887672529,
12720,-12568466.5389796,39935804.7026697,-1089755.07272295,-2928.20282068234,-945.072381467991,-255.928268517684,
12780,-12744035.3689251,39878710.4808819,-1105100.064663,-2924.0819370329,-958.065393431629,-255.570626139472,
12840,-12919355.2233023,39820837.2121953,-1120423.44752213,-2919.90364735784,-971.040568535505,-255.20796688673,
12900,-13094422.6599725,39762185.9745388,-1135724.92048086,-2915.66802594292,-983.997649590878,-254.840297209523,
12960,-13269234.2412888,39702757.8612636,-1151004.18310974,-2911.37514823161,-996.936379698987,-254.467623659066,
