scenario,config,est,mode,n_seeds,n_converged,pos_rms_mean,pos_rms_std,vel_rms_mean,vel_rms_std,runtime_mean,runtime_std,iters_mean,iters_median,iters_max,rigid_dev_mean,dv_err_mean,dv_err_std,t_star_mean,t_star_std,t_star_rms,t_star_abs_mean,n_steps,q_mult,q_pos_R,q_vel_R,q_pos_I,q_vel_I,q_pos_C,q_vel_C
eps20,RIC0,FGO,FGO-G,20,20.0,13.87879298765555,1.757183245574909,0.0013646911207731375,0.000198790911768353,65.74971151435166,108.25584852284348,20.55,11.0,159.0,4.4943711748781405,0.0025288246754565516,0.0006714348850485336,-17.532774677240376,118.8988628612045,117.20704244236359,85.08856591309014,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,20,20.0,14.32739985011169,1.6487557955776397,0.0014223835107391287,0.00019391733400577068,26.85468183534831,12.672744409697843,10.35,9.0,21.0,,0.0026813071880367268,0.0007481439473424519,-17.333224636849263,118.94943446790505,117.22610732483696,85.24760664407623,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,20,,150.55882706518585,37.03682905332089,0.12381993896608823,0.048737625715776674,2.3262754526003846,0.7371753247665951,,,,,0.05973005091526194,0.07973100218483965,-3.901729260295542,128.61601194927658,125.42008648725405,96.85901480883403,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,I0.2,FGO,FGO-G,20,19.0,14.377872988238869,2.449560579052254,0.004953669528780614,0.0026652696652069824,292.95303792854975,411.3425913940364,72.05,46.0,300.0,4.3736821191401845,0.010512295747274757,0.005166058050534694,-44.43032872276162,86.80893406700064,95.56702146958999,68.0811304103103,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,I0.2,BLS,BLS-G,20,16.0,20.5690056520227,21.148411762025113,0.006199628504422958,0.004762745956016401,407.1788383032501,499.1054298142656,109.3,42.0,300.0,,0.012087122813517443,0.0053168647999708015,-111.50262992816496,264.4015095446165,280.79456336954894,131.43705327500282,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,I0.2,EKF,EKF-G,20,,153.70998952878796,38.75462486426869,0.12503202862771318,0.048570383351118365,1.2067868817008276,0.002557247588890833,,,,,0.08622584023277638,0.09021117388676948,7.062668501686858,91.01513823509994,88.9912855560664,71.77294735552933,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0.5,FGO,FGO-G,20,16.0,48.31217811032963,120.95906923533806,0.0188401127425592,0.013838911523292039,490.63537805980087,565.5056370297361,117.9,41.0,300.0,60.007172653273116,0.03346120260738179,0.021860818101087275,18.820252930322386,106.71539401529297,105.7022633353164,47.132141599644456,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0.5,BLS,BLS-G,20,11.0,32.33695952188864,58.420292247481235,0.01736177978546767,0.007865245154612881,570.3103547369494,571.5528388912542,150.15,84.5,300.0,,0.04619059477414794,0.01983116524339242,2.383285026438898,63.180508723521285,61.62684395579615,34.50177270465902,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0.5,EKF,EKF-G,20,,164.86393024185318,46.06875927633051,0.1361893635099252,0.04443071909891351,1.6670551770010207,0.00508985503299488,,,,,0.23769967726987043,0.15956189014823843,-15.410517087577682,99.20607144836477,97.91443416837824,63.20400045045862,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0,FGO,FGO-G,20,20.0,13.878620238056197,1.7572398195869106,0.001364604431300361,0.00019876565476287678,70.58563016719854,221.4276186806825,22.9,8.0,287.0,4.494807529051654,0.0025030437721595424,0.0006197352663712566,-17.34847837978341,119.03265756353414,117.30858702754676,85.28815805909362,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0,BLS,BLS-G,20,20.0,14.327143708560863,1.6488528234928939,0.001422288893936531,0.00019389411661036826,20.910199489298975,21.26894338373759,8.55,7.0,36.0,,0.002651369272126767,0.0006839604614939968,-17.08806654259788,119.08659412109716,117.32236816804816,85.4624624764303,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0,EKF,EKF-G,20,,150.5121911494437,37.251707033182775,0.1237969228333801,0.048657757619669804,1.8999096537489095,0.1905734588099893,,,,,0.04117757304425621,0.07119369815798063,8.534143542137098,122.25652785798474,119.46613444693644,92.51441270358373,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,I0.2,FGO,FGO-G,20,18.0,24.649229706873275,46.17992434086315,0.006104343990860042,0.0044323987010714844,212.92882814694968,389.9903032313079,57.0,23.5,300.0,252.43684172876524,0.007556947711088627,0.013258123816286702,-71.29551745722274,132.38643235927591,147.42085981525622,89.70778283882973,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,I0.2,BLS,BLS-G,20,19.0,14.533263083625048,1.8974202798323485,0.0052389117423635315,0.001985534373914625,226.64273618560037,303.40279078595887,62.9,27.5,300.0,,0.004608103089380694,0.0019525139074214617,-46.56534821126261,65.8411423152861,79.28830225417119,63.74074845956784,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,I0.2,EKF,EKF-G,20,,153.6498558597936,38.858333212486386,0.12501335870547553,0.048504906037960226,1.780868024899246,0.3477608031077605,,,,,0.08449486629332326,0.08760610497211967,9.081519474319066,82.46477409789632,80.88813889952381,60.45805260814886,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0.5,FGO,FGO-G,20,20.0,13.631521914366463,1.6952699739544337,0.015548469806838373,0.004160519396354406,153.2328813237982,181.22358353674608,40.85,26.5,133.0,2.8585143931007915,0.010805373195473542,0.006161987453772215,-16.599250044269503,15.400062914004971,22.37943124611809,19.51901901739002,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0.5,BLS,BLS-G,20,18.0,35.51373536742069,90.98958652916465,0.018835956652854917,0.015089650634869702,298.015002039251,467.95360838125544,80.1,22.5,300.0,,0.01117043685637263,0.006807019224444471,23.59805348936934,172.6437136123492,169.91888472402601,59.542542363217215,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps25,RIC0.5,EKF,EKF-G,20,,164.0760611089376,47.00882069193715,0.13413993294025744,0.046570331405787445,2.0306720438013146,0.003974856707201635,,,,,0.24701066983915082,0.23186939574355475,-5.835201346096073,69.11812885322583,67.62025971639011,47.13919531527317,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0,FGO,FGO-G,20,20.0,13.878538920696096,1.757391123884047,0.0013645337749321749,0.00019876118718299075,27.818912590250694,26.325448307112097,9.8,7.0,45.0,4.494870888633882,0.0024956568669771335,0.0006050081419283229,-17.31717462605884,119.09259436151032,117.3617410709167,85.35819743073588,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0,BLS,BLS-G,20,20.0,14.327109736110003,1.6489202326998043,0.0014222182237530934,0.0001938876184739347,11.416934914301965,2.697520173711269,5.45,5.0,9.0,,0.0026429015676865493,0.0006652823151948699,-17.046603856258663,119.1496964077731,117.3771883689224,85.54436871863473,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0,EKF,EKF-G,20,,150.79266843169484,37.473124906835444,0.12367006946101136,0.048578127403818984,1.745863681849005,0.5644352217315324,,,,,0.0347411332367457,0.06254924386223215,14.007413068709866,121.03272497521277,118.79681018468754,92.26991680743086,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,I0.2,FGO,FGO-G,20,20.0,14.22490008826794,1.9721411380260232,0.004972901924835656,0.0019297068089550121,66.83753881439843,110.90267797795445,22.2,14.0,109.0,4.016562963345029,0.00345957785782946,0.0014323444727283039,-40.60046498647316,66.2472604786568,76.27360160631255,59.388743363660254,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,I0.2,BLS,BLS-G,20,20.0,14.551482590303218,1.9400182246080904,0.005061841457972872,0.0019959471426817723,93.8398341561464,182.2537338690885,28.2,9.5,136.0,,0.0035672388771961936,0.0016209691823017116,-44.53195283480964,66.82787274063621,78.90349275899291,61.86030272264325,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,I0.2,EKF,EKF-G,20,,153.24446350155043,38.02751524889486,0.12466878564442012,0.048403808006233236,1.4234493891999591,0.37174580098833493,,,,,0.07607909059681363,0.08085987471345706,9.11728914489322,81.64168055122808,80.09507328430958,62.19687351873908,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0.5,FGO,FGO-G,20,20.0,13.670760726237281,1.6975953852588712,0.015022265545097026,0.0037931781406583672,122.15542528384904,207.47255695569405,35.35,23.5,207.0,2.9340398034463524,0.0039570815210619465,0.0014695821589427028,-16.412461004718352,15.92147888150591,22.587334759039795,19.715397522093554,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0.5,BLS,BLS-G,20,20.0,13.857705485946994,1.6255764910238215,0.015193549447534625,0.003836481140173392,39.05748273460049,41.36850359574041,14.95,7.5,58.0,,0.003984221265614982,0.0014243204551946543,-17.29497570525491,16.07842125544333,23.33893813371711,20.326151817489155,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps30,RIC0.5,EKF,EKF-G,20,,163.09532905149837,45.477812133441944,0.13279684165518596,0.047221840130752944,2.221001876149967,0.50605641182717,,,,,0.23221956385734202,0.17902681995460892,1.2810805236716987,51.41181024606296,50.12640709692304,33.175270561048094,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps45,RIC0,FGO,FGO-G,20,20.0,13.878384983979164,1.757411301560112,0.001364327102792123,0.00019873574005775798,21.804168302952167,18.864948586849458,7.15,6.0,25.0,4.494834357782225,0.0024936169431050053,0.0006010043695071332,-17.31651664464298,119.10396743365962,117.37260776782858,85.37223785902025,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps45,RIC0,BLS,BLS-G,20,20.0,14.327042556556643,1.6489123432068795,0.001422002170465626,0.0001938500952315643,9.829614212853631,3.418567687819486,4.6,5.0,6.0,,0.0026405877314549906,0.0006601755633845744,-17.041656874028195,119.1566416764248,117.38316771085971,85.55661914997435,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps45,RIC0,EKF,EKF-G,20,,151.7149242038218,38.36605250765205,0.12372743925789823,0.04851371647311214,1.7997344186012925,0.2730359683463595,,,,,0.024779745545983483,0.04661171223417247,11.297980266124068,122.5144350447866,119.94557854593808,97.31753699437687,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
