sweep,value,config,mode,dt,epsilon,n_states,seed,pos_rms,pos_mean,pos_std,pos_max,vel_rms,vel_mean,vel_std,vel_max,dv_err_R,dv_err_I,dv_err_C,dv_err_norm,t_star_error,runtime_s,q_mode,q_pos_R,q_pos_I,q_pos_C,q_vel_R,q_vel_I,q_vel_C
dt,15.0,deltaRIC0.5,FGO-G,15.0,30.0,6625,13,14.085266575502665,12.534377962971286,6.425270701250832,26.941799554659813,0.009238668374505644,0.0054403231220672725,0.007466985848492747,0.4046464256463744,-0.002719694540082973,0.011294583555469306,0.0055238640674381,0.012863803104773043,2.197178280539447,31.481486225000026,calibrated,3.247527143601528e-05,2.2788352288832542e-05,1.3603241964447885e-05,4.33056480380937e-06,3.0371956353533244e-06,1.8137285965909572e-06
dt,15.0,deltaRIC0.5,FGO-G,15.0,30.0,6625,14,12.68095907858627,11.415100122403318,5.522880801564278,36.75955810575721,0.00972278160735759,0.005956852528028838,0.007684295032316723,0.409850327431758,0.008673638427302066,-0.005302376615733739,0.009526723546997018,0.013932180837311814,1.939848836262172,33.05986864100032,calibrated,3.247527143601528e-05,2.2788352288832542e-05,1.3603241964447885e-05,4.33056480380937e-06,3.0371956353533244e-06,1.8137285965909572e-06
dt,15.0,deltaRIC0.5,FGO-G,15.0,30.0,6625,15,15.517229699207348,14.255580362183816,6.1288535694109845,30.72662142858304,0.010480858894819645,0.007036861783120691,0.0077673019394366005,0.39517827790695664,0.0017683821259116828,0.004606238327197976,-0.01888367806979635,0.01951763060194293,4.085229891905328,39.57182441099985,calibrated,3.247527143601528e-05,2.2788352288832542e-05,1.3603241964447885e-05,4.33056480380937e-06,3.0371956353533244e-06,1.8137285965909572e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,1,19.340040851002517,16.322113961030873,10.374284359008442,51.295213259878985,0.011591797027274836,0.008049505834481916,0.00834117582491697,0.42545858453329466,0.009766211980673178,0.004914186739111148,0.01732550470378913,0.02048661126197594,-0.004890583957603667,23.0472331269998,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,2,18.48572437371618,16.31586536879411,8.689910407385648,43.61932684454394,0.010645217377698577,0.006923960204656049,0.008085754640279108,0.4347496578075713,0.00020804860007050952,-0.0055280700072204425,0.006678892343707221,0.008672395583894479,0.7515693368168286,23.037211248999938,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,3,13.393243234370102,11.258845539525831,7.253782561677723,33.00765960456357,0.010327786787131522,0.006091058140354438,0.008340395113618441,0.4379114028513842,-0.0035386500962582,0.0019694126819918,-0.016340564713091144,0.016834924590221893,0.4328134621246136,23.04014146399959,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,4,19.040028044309274,16.043391289406557,10.253402550523289,50.89481156243769,0.010893763781560695,0.0069487779263089884,0.008389789905550943,0.433447618054361,0.004288443091234773,-0.02014387624272146,-0.003415405090346102,0.02087657745321295,0.4720991656613478,23.63414154300017,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,5,17.00335304859986,15.197994198168956,7.6246303023656745,35.880718733388576,0.01099008836155751,0.006697367207104463,0.008713628101315984,0.47303676294935637,-0.0007859155655239869,-0.012671153477034902,0.001460306530816191,0.012779213155693546,-3.2076525844822754,22.954619853000167,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,6,18.288987388528408,15.999528371628141,8.86014399336813,40.07157019182327,0.00984524856599805,0.006084438112876028,0.0077400602179096955,0.408241420922812,0.0059568953995886575,0.017031211724085837,0.008737883214427478,0.02004737834883287,1.4750050548173022,28.33642462099988,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,7,15.433185012240633,13.364038594367784,7.719175608204367,40.14502894153739,0.010249591563221909,0.006386663132850265,0.008016524261820765,0.4101022866962316,0.006328753494582395,-0.0029402017912126266,0.0025537475717095637,0.007430984728032437,1.8960700575717055,23.02557337899998,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,8,15.73723923461041,13.714028926627154,7.719203930911199,43.46326827088793,0.009708299464826164,0.0057114759881603475,0.007850485369415815,0.42737217188873816,0.005008393718000437,-0.007087008929017757,-0.0005418267101850449,0.008695014627840118,0.755758056347986,29.389540660999955,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,9,19.762072654958146,16.1912182634977,11.330664886211359,85.0511989706141,0.012132269362773979,0.007272536364332949,0.009710930682502015,0.5229941535041756,0.004110233130656171,-0.023895891374444422,0.0032532390235576747,0.02446407989506226,-8.299697425969498,24.025069981999877,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
dt,20.0,deltaRIC0.5,FGO-G,20.0,30.0,4969,10,17.685828956824274,15.672968066235992,8.194303990259991,35.91470368589927,0.010696193269536337,0.007341103781426004,0.007779250974843738,0.4041079976140417,0.008161973863737626,0.01609121691783999,-0.004013876213388945,0.018483946589019497,2.6031981359828933,37.88743565899995,calibrated,5.773850028247919e-05,4.05113647283195e-05,2.4184147375966686e-05,5.774824303293089e-06,4.048541610510017e-06,2.418349087196561e-06
