seed,pos_rms,pos_mean,pos_std,pos_max,vel_rms,vel_mean,vel_std,vel_max,runtime_s,n_iters,converged,rigid_dev,dv_err_R,dv_err_I,dv_err_C,dv_err_norm,t_star_error,config,mode
20,929.8853986245389,823.3816546651174,432.12209540366143,1510.584101047783,0.06992895918002692,0.06350833452668,0.029270305390432395,0.1120745934361859,4.514721961999385,4,True,84.52716640190728,,,,,,deltaC0.2,FGO-B
21,929.7302954448197,824.1469854771383,430.32565412354563,1501.939523798742,0.06995018348022898,0.06354691912371577,0.02923725771685211,0.11144884769843677,7.077473190998717,4,True,83.88094912581055,,,,,,deltaC0.2,FGO-B
22,929.7478511387964,824.5123093504928,429.6632616674673,1493.198348364511,0.07014087928080621,0.0637680579980331,0.029212629553741265,0.11081031584404215,5.039351915000225,4,True,90.18826413080127,,,,,,deltaC0.2,FGO-B
23,929.7481509408125,825.5742906000908,427.61982516952673,1485.9340995199605,0.07009172293766291,0.06372757085034278,0.029182980277631748,0.1102791267472654,9.769391333000385,4,True,87.37143284887544,,,,,,deltaC0.2,FGO-B
24,929.7781598325926,824.1715024895008,430.38211043894574,1504.6357426861302,0.06992089847622371,0.06351071528071213,0.029245873012353398,0.11164635507340478,7.246229124999445,4,True,91.89531727970238,,,,,,deltaC0.2,FGO-B
25,929.8052568608559,824.0868886747155,430.60261912871533,1499.6399329000362,0.07007332157525992,0.06368448081535172,0.02923281204176033,0.11127276671123101,7.004139060998568,4,True,84.62228861741279,,,,,,deltaC0.2,FGO-B
26,929.7374989383935,823.3294368057609,431.90329406167723,1510.1702650499583,0.06989967966593243,0.06347822806156272,0.029265675792029797,0.1120466914643385,7.031948740999724,4,True,91.33505369426888,,,,,,deltaC0.2,FGO-B
27,929.8471825320592,824.5769863462352,429.75408834700886,1496.7964801880157,0.07004195497533242,0.06366215641304593,0.029206254426190452,0.11107356501578182,9.660850719001246,4,True,83.01641932062691,,,,,,deltaC0.2,FGO-B
28,929.810122853068,824.0690873463519,430.64719184059203,1503.7344250262859,0.06998565069693993,0.06359273284905145,0.02922251926619711,0.11158112855646353,9.57066762300019,4,True,73.1195762348431,,,,,,deltaC0.2,FGO-B
29,929.910796251078,823.8941461213108,431.1989389728946,1504.5314979414234,0.07004397812858923,0.06365242880756368,0.029232296847430995,0.11163785423957816,5.386686257999827,4,True,92.03197579022341,,,,,,deltaC0.2,FGO-B
30,929.8215659606993,823.7170942421249,431.3447497987171,1497.7943491033361,0.07021691115023113,0.06382299316827528,0.029275248154742202,0.11112713611916351,5.637463862000004,4,True,102.95280501826524,,,,,,deltaC0.2,FGO-B
31,929.8836425972968,823.635168133206,431.6349135371266,1499.0328489293156,0.0702149327812832,0.063822047717257,0.029272564128485373,0.11122038665000486,10.305313434000709,4,True,87.4805289471126,,,,,,deltaC0.2,FGO-B
32,929.6988897553317,824.0347570077766,430.4726993148709,1499.0010631646041,0.0701233128563981,0.06374191875116224,0.029227500746326556,0.1112463343948634,9.583248132001245,4,True,69.42394099939723,,,,,,deltaC0.2,FGO-B
33,929.8728966410155,823.6821572756822,431.52208250937855,1505.9265755644237,0.07002581607178567,0.06362332640809912,0.029252132457105267,0.1117311721850527,7.046683836999364,4,True,74.39822102870632,,,,,,deltaC0.2,FGO-B
34,929.8174477077431,822.974399092491,432.7512270347649,1510.492753982177,0.0700244520843536,0.06360935549522345,0.029279238091115347,0.11206702600001255,10.033008684000379,4,True,87.58856204945623,,,,,,deltaC0.2,FGO-B
35,929.7501444648278,822.9134983434035,432.7224345658422,1514.5725487691043,0.06983609680819461,0.06339359080581519,0.029297321757259562,0.11236610024131086,6.997842109998601,4,True,98.30626983518074,,,,,,deltaC0.2,FGO-B
36,929.3998626432534,823.5677785350827,430.72058093395935,1499.0650961289564,0.07010887512045463,0.06372327951666062,0.029233508484221352,0.11127423127826447,6.989680012999088,4,True,82.97693494680551,,,,,,deltaC0.2,FGO-B
37,929.6219666131648,824.4561121382392,429.4986844771788,1499.8708117798335,0.06993921755458392,0.06355142031289326,0.029201217925994026,0.11131828299930549,6.996783828000844,4,True,90.18094844010244,,,,,,deltaC0.2,FGO-B
38,929.9770761968009,824.3465640832474,430.4766016123236,1505.1354486024,0.06992657081646873,0.06352982974905654,0.029217906122898502,0.11167921014870312,4.524975876000099,4,True,69.08423573354655,,,,,,deltaC0.2,FGO-B
39,929.8230173678479,823.7418655019989,431.3005711175629,1500.96087459746,0.07011980864152899,0.06373146346764647,0.029241889955963635,0.11136800668998498,9.778683253000054,4,True,91.43788643222496,,,,,,deltaC0.2,FGO-B
40,929.7263217991,822.8825994092622,432.7300094002489,1512.6139583264357,0.06995345410775786,0.06352788490495102,0.029286406080457874,0.11223545356194964,4.645441025999389,4,True,83.71268569287804,,,,,,deltaC0.2,FGO-B
41,929.9137831766753,824.7403398660845,429.5847017056501,1496.5999842547826,0.07006395912819947,0.06368511292636034,0.029208984239010045,0.11103539168901239,9.642700607999359,4,True,91.08089807736647,,,,,,deltaC0.2,FGO-B
42,929.764289326415,824.3826944972284,429.94744646310284,1495.6673496847352,0.0701060482696831,0.06373338452268933,0.029204686289603602,0.11099140907442191,9.71498936900025,4,True,80.52585872010185,,,,,,deltaC0.2,FGO-B
43,929.6952870808931,823.9650373616986,430.5983558096326,1501.7326691778267,0.069993931642962,0.06359582528981138,0.029235619927537433,0.11143155757054171,10.922499643000265,4,True,79.52679747406158,,,,,,deltaC0.2,FGO-B
44,929.6730112636778,823.1494431892246,432.107512141763,1506.0938868275014,0.0700731498492394,0.06366486939843832,0.029275087263298652,0.11175290790969444,4.467796413000542,4,True,86.4796730144024,,,,,,deltaC0.2,FGO-B
45,929.6300188168957,824.2129107165397,429.9826155714564,1500.8387186667185,0.06997366368331327,0.06357854424715609,0.029224686836266535,0.11137711278091282,10.336089562999405,4,True,96.94404314630073,,,,,,deltaC0.2,FGO-B
46,929.9579042195671,824.3932134983808,430.3458297210077,1500.0761174530996,0.0700539299630709,0.06366441461434738,0.0292300430222625,0.11129333674146073,6.9961160230013775,4,True,79.03160887767191,,,,,,deltaC0.2,FGO-B
