scenario,config,est,mode,seed,pos_rms,vel_rms,dv_err_norm,t_star_error,rigid_dev,n_iters,converged,runtime_s,wall_s,n_steps,q_mult,q_pos_R,q_vel_R,q_pos_I,q_vel_I,q_pos_C,q_vel_C
eps20,RIC0,FGO,FGO-G,8,16.297039136366866,0.0014378566995737981,0.001948626214824992,78.93485989479814,2.3572202801629216,7.0,True,16.155539152998244,16.603231789005804,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,12,14.096477825578082,0.0015631554069070702,0.0032831344717298766,48.997273385226435,7.863179503371511,7.0,True,20.07491117400059,20.492985591001343,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,6,15.79354914924334,0.0015569841989922033,0.003591110532732435,-163.53195633960422,4.21200815102145,9.0,True,20.6825500200066,21.126368661003653,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,3,15.587782114900039,0.001642608941114573,0.0034245958292837687,-64.6208669765183,2.138070333832049,8.0,True,22.159724115001154,22.576484862001962,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,10,10.676170359653844,0.001086931114875596,0.0020639752561979374,219.66603289368504,1.1928084553334988,7.0,True,28.177591012004996,28.916938002003008,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,2,15.13337194699076,0.0014865502653472456,0.0031855370736961586,66.8413831808648,9.190672643306234,8.0,True,31.07886756899825,31.81626754399622,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,7,12.25880011666408,0.001105967900328681,0.0014404185697890156,29.783646773059445,11.210627668894423,8.0,True,31.54703936900478,32.28669795299356,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,9,14.206207776431214,0.0012584972609107773,0.0014253096910233993,-102.34138542730943,5.361650176394638,9.0,True,36.99222565199307,37.73849038800108,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,13,13.265657059723205,0.0014550368037593003,0.0027638795681790714,-243.8341821086433,1.1818786222112039,12.0,True,28.703508149003028,29.071619383001234,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,16,14.748899291090618,0.0013106829646342963,0.0022505650648781874,11.368504379272053,8.877162792426807,7.0,True,23.824240650996217,24.261791643002653,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,11,15.829609729795127,0.0012712317483760194,0.002044232602740715,28.758293065118778,1.7261468129288624,13.0,True,48.33871114399517,48.76326625699585,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,5,12.563387566867796,0.0014187511181226785,0.0034899291176703345,1.7426349586530705,8.885095210364703,31.0,True,53.709051605997956,53.95952299199416,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,14,10.480119829562678,0.0011804604281306634,0.0025329915295363623,-3.60056660239934,1.8028005202380648,10.0,True,34.40430357599689,34.84258748100547,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,4,13.128583379212229,0.0014714403845460552,0.002266626529054569,-16.221634408320824,3.870263703867021,28.0,True,63.49338872500812,63.74364032999438,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,3,15.432263600836624,0.0016278504436449469,0.003482324624510917,-64.5959101954868,,7.0,True,18.916933799002436,19.001052076011547,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,2,15.51523219773798,0.0015435944496151783,0.003393012752419637,67.04662876295333,,8.0,True,21.56674737299909,21.64978420600528,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,15,13.17651764564161,0.0011427233927714178,0.002055781835758607,38.27930370431568,3.8223332829257193,18.0,True,50.67520259800949,51.036886396002956,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,4,13.977682237579865,0.0015753262840834704,0.0026334163506018457,-15.771241039234155,,14.0,True,26.00120891199913,26.052161066007102,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,5,13.8844177229953,0.001573501011266953,0.004087784086377638,2.5141193579911487,,10.0,True,28.491450630986947,28.57498088698776,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,8,16.451246536699,0.0014594839955045247,0.0019117030739630274,78.96950466868293,,6.0,True,16.134418964997167,16.21769314199628,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,17,12.988276971773004,0.0012393318417652005,0.0027790716365934053,75.51201042040339,6.590407444438485,13.0,True,55.326047328999266,55.934127261003596,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,7,13.101040904153917,0.0012307476552044392,0.001481791732310091,30.45072623937449,,7.0,True,19.11738064599922,19.202199487001053,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,1,13.89967839187881,0.0013305925805960454,0.002752764942694986,-84.83909748100996,1.1238990089755596,27.0,True,87.14356065900938,87.46730724799272,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,9,14.590489809435772,0.0013138131272866604,0.0014511686181976902,-102.51341155847331,,8.0,True,19.13753580499906,19.20767411199631,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,10,11.176221451074495,0.0011483978064827142,0.002177079946557775,219.59268822180456,,7.0,True,11.34833892500319,11.39929539700097,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,1,13.931119472938075,0.001324266813410764,0.0027734066236910007,-84.94080613247206,,18.0,True,51.903460059998906,51.97338163899258,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,6,15.502443815118403,0.0015229604624257525,0.0034984454090966626,-163.7510452637871,,15.0,True,36.88809214200592,36.93921155000862,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,11,16.212573078461414,0.0013232936200376173,0.0021480879167605324,28.798349394317484,,7.0,True,18.821240546996705,18.904765204002615,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,19,13.771689770398716,0.0011946920619468069,0.00187001813245887,-51.02765461650415,2.632486918138218,15.0,True,71.51137754200317,72.12363818500307,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,16,15.449931996599243,0.0014075049641746095,0.002406866325308343,11.655904222250683,,6.0,True,13.369350713997846,13.442618600995047,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,FGO,FGO-G,18,17.039778546615196,0.0018652142636241638,0.00319770363793938,-296.1960619429956,2.9371669280972292,15.0,True,73.44148802700511,74.04628256699652,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,14,11.05553090905134,0.001247371173690744,0.002750439607566969,-3.597595322484267,,7.0,True,19.710271752002882,19.79238218899991,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,2,153.5278441805176,0.15246556971950373,0.001224085329831743,98.34906814007991,,,,1.9744481819943758,2.0540272290090797,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,1,136.20429929472027,0.24408368098455532,0.0015684705439092303,-103.1856491948929,,,,3.329519884006004,3.4449852789985016,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,5,131.8228908443993,0.087551594760994,0.027317419305947277,67.0731243888149,,,,1.960439836999285,2.0320521230023587,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,12,15.240286656590722,0.0016983617077414553,0.0037448091322567468,50.12296590481856,,9.0,True,24.18414486000256,24.26690587599296,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,4,105.72155686701927,0.0641524116972777,0.04637243962668949,46.66697638101323,,,,2.3465651589940535,2.428934030001983,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,15,13.857875096781111,0.0012291899894792994,0.0022217874395626673,38.376331468942226,,11.0,True,21.685481298991363,21.738612995002768,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,3,194.65683175225462,0.1414925017327632,0.17981307549532963,17.598031393805286,,,,3.2817540770047344,3.397157134997542,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,10,117.76191525691874,0.06545687655090342,0.054293531299364324,300.96704276590754,,,,1.409384840997518,1.4612375009892276,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,BLS,BLS-G,17,13.48274854694864,0.0013022450473654812,0.0028866712397907805,75.9059504668403,,11.0,True,19.246928124994156,19.29789331399661,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,7,191.1713174610962,0.21584499377035168,0.1044049718249045,167.6391279962627,,,,1.9644532630045433,2.042096915000002,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
eps20,RIC0,EKF,EKF-G,6,186.20296731134846,0.09747937553473271,0.017042298025694416,-135.81452187006653,,,,3.335922906000633,3.4515363890095614,1656,1.0,0.0005222881147887574,1.7418600833826683e-05,0.000366093047667585,1.2096448118016483e-05,0.00021788013808891684,7.262068598878361e-06
